Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Toyota Etios 1.5 Xs,Mendoza,Toyota,Etios,2017,1.5 Xs,Blanco,Nafta,5,Manual,1.5,Hatchback,78000,,Sí,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,16000000
Toyota Hilux Cabina Simple 2.5 2005,Bs.As. G.B.A. Sur,Toyota,Hilux Pick-Up,2005,2.5 Cs Dx Pack 120cv 4x4,Blanco,Diésel,2,Manual,2.5,Pick-Up,340000,,,Hidráulica,,,,,,,,,14500000
Toyota Corolla 1.8 Xli Mt,Bs.As. G.B.A. Norte,Toyota,Corolla,2009,1.8 Xli Mt,Plateado,Nafta,4,Manual,1.8,Sedán,172000,,Sí,Hidráulica,Delantera,5,55 L,136,4530,1485,1760,2600 mm,10880000
Renault Megane 1.6 Bic Pack Plus,Bs.As. G.B.A. Norte,Renault,Megane,2008,1.6 Bic Pack Plus,Gris,Nafta,5,Manual,1.6,Hatchback,285000,,,Hidráulica,Delantera,5,60 L,110,4164,1435,1777,2686 mm,5100000
Ford Ranger 2.5 Xl I Dc 4x4,Bs.As. G.B.A. Oeste,Ford,Ranger,2001,2.5 Xl I Dc 4x4,Rojo,Nafta,4,Manual,2.5,Pick-Up,20000,,,Hidráulica,4x4,3,64 L,121,4763,1716,1809,2831 mm,10000
Volkswagen Up! 1.0 Pepper 101cv,Capital Federal,Volkswagen,,2019,1.0 Pepper 101cv,Azul,Nafta,5,Manual,1.0,Hatchback,4800,,Sí,Eléctrica,Delantera,5,50 L,101,3605,1500,1645,2421 mm,21500
Honda CR-V 2.0 Ex At 4wd,Capital Federal,Honda,CR-V,2007,2.0 Ex At 4wd,Plateado,Nafta,5,Automática,2.0,SUV,170000,,,,4x4,5,58 L,146,4520,1680,1656,2465 mm,12900
Ford Focus III 2.0 Se,Santa Fe,Ford,Focus III,2015,2.0 Se,,Nafta,5,Manual,2.0,Hatchback,129000,Sí,,Asistida,Delantera,5,55 L,170,4412,1484,1639,2630 mm,16000000
Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,Neuquén,Volkswagen,Amarok,2020,2.0 Cd Tdi 180cv Comfortline At,Blanco,Diésel,4,Automática,2.0,Pick-Up,48700,Sí,Sí,Hidráulica,4x2,5,80 L,180,5254,1834,1944,3095 mm,29000
Chevrolet Agile LT Spirit 1.4,Capital Federal,Chevrolet,Agile,2013,LT Spirit 1.4,Plateado,Nafta,5,Manual,1.4,Sedán,142000,Sí,Sí,Hidráulica,Delantera,5,54 L,92,3996,1474,1760,3085 mm,6900
Ford F-100 4.9i,Bs.As. G.B.A. Norte,Ford,F-100,1996,4.9i,,Diésel,2,Manual,4.9,Pick-Up,320000,,,,4x4,3,100 L,67,5756,2004,2118,2728 mm,12000
Volkswagen Saveiro 1.6 Gp Cs 101cv Aa+hd+safety,Buenos Aires Interior,Volkswagen,Saveiro,2015,,Blanco,Nafta/GNC,2,Manual,1.6,Pick-Up,150000,,Sí,Hidráulica,Delantera,2,55 L,101,4493,1497,1729,2753 mm,15000000
Audi A3 2.0 T Fsi Mt 200cv,Bs.As. G.B.A. Sur,Audi,A3,2009,2.0 T Fsi Mt 200cv,Negro,Nafta,3,Manual,2.0,Hatchback,133000,No,Sí,Asistida,Delantera,5,55 L,200,4238,1421,1911,2914 mm,14900
Mercedes-Benz Clase E 3.0 E400 Amg-line 333cv,Bs.As. G.B.A. Oeste,,Clase E,2018,3.0 E400 Amg-line 333cv,Negro,Nafta,4,Automática,3.0,,16400,,Sí,Eléctrica,Delantera,4,66 L,333,4698,1397,1786,2760 mm,71000
Citroën C3 1.6 Exclusive Vti 115cv,Capital Federal,,C3,2013,1.6 Exclusive Vti 115cv,Blanco,Nafta,5,Manual,1.6,Hatchback,133000,,Sí,Eléctrica,Delantera,5,47 L,115,3850,1533,1645,2443 mm,9900
Toyota SW4 2.8 Srx 177cv 4x4 7as At,Misiones,Toyota,SW4,2020,2.8 Srx 177cv 4x4 7as At,Gris,Diésel,5,Automática,2.8,SUV,37500,,,Hidráulica,4x4,7,80 L,177,4705,1850,1840,2750 mm,44000
Toyota RAV4 2.4 4x4 At,Corrientes,Toyota,RAV4,2012,2.4 4x4 At,,Nafta,5,Automática,2.4,SUV,150000,Sí,,Asistida,4x4,5,60 L,170,4625,1720,1815,2660 mm,18000000
Peugeot Partner 1.6 Furgon Confort,Bs.As. G.B.A. Sur,Peugeot,Partner,2022,1.6 Furgon Confort,Blanco,Nafta,3,Manual,1.6,Furgón,6000,,Sí,Hidráulica,Delantera,2,55 L,115,4137,1800,1960,2693 mm,19800
Mercedes-Benz Sprinter 2.1 411 Street 116cv 3250 V1 Tn Aa,Capital Federal,,Sprinter,2017,2.1 411 Street 116cv 3250 V1 Tn Aa,Blanco,Diésel,2,Manual,2.1,Furgón,130906,,Sí,Hidráulica,Delantera,5,75 L,150,5245,2430,1994,3025 mm,33000000
Ford Focus Ghia 1.8 Tdci,Bs.As. G.B.A. Oeste,Ford,Focus,2010,Ghia 1.8 tdci,Negro,Diésel,4,Manual,,Sedán,191000,Sí,Sí,Eléctrica,,,,,,,,,7500
Volkswagen Tiguan 2.0 Premium Tsi 200cv Tiptronic,Capital Federal,Volkswagen,Tiguan,2012,2.0 Premium Tsi 200cv Tiptronic,Plateado,Nafta,5,Automática,2.0,SUV,199000,Sí,,Eléctrica,4x4,5,64 L,200,4427,1703,1809,2605 mm,13490
Peugeot 3008 1.6 Feline Thp 163cv,Bs.As. G.B.A. Norte,Peugeot,3008,2016,1.6 Feline Thp 163cv,,Nafta,5,Automática,1.6,Monovolumen,55000,Sí,,Eléctrica,Delantera,5,53 L,163,4365,1639,1837,2675 mm,19500
Peugeot 2008 1.6 Feline,Capital Federal,Peugeot,2008,2021,1.6 Feline,Blanco,Nafta,5,Manual,1.6,SUV,13000,,,,Delantera,5,55 L,115,4159,1583,1739,2542 mm,19800
Citroën C3 1.6 Vti 115 At6 Feel,Capital Federal,,C3,2019,1.6 Vti 115 At6 Feel,,Nafta,5,Automática,1.6,Hatchback,80852,,Sí,Eléctrica,Delantera,5,55 L,115,3944,1521,1728,2460 mm,16900000
Toyota Hilux 2.8 Cd Srv 177cv 4x2,Entre Ríos,Toyota,Hilux,2019,2.8 Cd Srv 177cv 4x2,Blanco,Diésel,4,Manual,2.8,Pick-Up,54000,Sí,,Hidráulica,4x2,5,80 L,177,5260,1850,1855,2860 mm,27000
Volkswagen Gol Trend 1.6 Trendline 101cv,Buenos Aires Interior,Volkswagen,Gol Trend,2019,1.6 Trendline 101cv,,Nafta,5,Manual,1.6,Hatchback,83000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,15000000
Nissan Note 1.6 Sense 110cv,Córdoba,Nissan,Note,2016,1.6 Sense 110cv,Azul,Nafta,5,Manual,1.6,Hatchback,88000,,,Asistida,Delantera,5,41 L,110,4142,1537,1695,2600 mm,14800000
Jeep Compass 1.3 T270 LIMITED AT 4x2,Bs.As. G.B.A. Norte,Jeep,Compass,2022,1.3 T270 LIMITED AT 4x2,Gris,Nafta,4,Automático,1,SUV,17048,No,No,Asistida,4x2,5,52 L,175,4404,1632,1819,2636 mm,41870000
Mercedes-Benz Sprinter 2.1 313 Furgon 3550 V1 S-airgab,Bs.As. G.B.A. Sur,,Sprinter,2012,2.1 313 Furgon 3550 V1 S-airgab,,Diésel,2,Manual,2.1,Furgón,245000,No,Sí,Hidráulica,Delantera,2,80 L,129,5640,2365,1994,3025 mm,21900
Peugeot 207 1.9 Sedan Xs,Bs.As. G.B.A. Norte,Peugeot,207,2010,1.9 Sedan Xs,Gris,Diésel,4,Manual,1.9,Sedán,180000,,Sí,Hidráulica,Delantera,5,50 L,70,4235,1441,1720,2540 mm,5500
Fiat Uno 1.4 Sporting Pack Seguridad,Bs.As. G.B.A. Sur,Fiat,Uno,2013,1.4 Sporting Pack Seguridad,,Nafta,5,Manual,1.4,Hatchback,135000,,Sí,Hidráulica,Delantera,5,48 L,85,3770,1487,1740,2540 mm,7200
Renault Kangoo 1.6 Furgon Ph3 Confort 1plc,Bs.As. G.B.A. Oeste,Renault,Kangoo,2016,1.6 Furgon Ph3 Confort 1plc,Blanco,Nafta,3,Manual,1.6,Furgón,95000,,,Hidráulica,Delantera,2,52 L,95,4010,1860,1672,2600 mm,9500
Renault Sandero 2.0 Rs 145cv,Capital Federal,Renault,Sandero,2018,2.0 Rs 145cv,,Nafta,5,Manual,2.0,Hatchback,80000,Sí,,Asistida,Delantera,5,50 L,145,4060,1536,1733,2590 mm,11900
Peugeot 207 1.6 Xt,Bs.As. G.B.A. Norte,Peugeot,207,2011,1.6 Xt,Blanco,Nafta,2,Manual,1.6,Hatchback,176000,,Sí,Hidráulica,Delantera,5,50 L,110,3872,1441,1669,2443 mm,6500
Fiat Cronos 1.8 16v Precision Pack Premium,Bs.As. G.B.A. Norte,Fiat,Cronos,2021,1.8 16v Precision Pack Premium,Gris,Nafta,4,Manual,1.8,Sedán,48000,,Sí,Eléctrica,Delantera,5,48 L,130,4364,1516,1724,2521 mm,18848000
Chevrolet Spin 1.8 Activ LTZ 5 Asie,Bs.As. G.B.A. Norte,Chevrolet,Spin,2016,1.8 Activ LTZ 5 Asie,,Nafta,5,Automática,1.8,Monovolumen,135000,Sí,Sí,Hidráulica,Delantera,7,53 L,105,4360,1664,1904,2919 mm,20000000
Renault Clio Rn 16v,Bs.As. G.B.A. Sur,Renault,Clio,2001,Rn 16V,,Nafta,5,,,,89000,,,,,,,,,,,,5800
Volkswagen Vento 2.0 Tsi Gli 211Cv App Connect + Nav Dsg,Capital Federal,Volkswagen,Vento,2019,,,Nafta,4,Automática,2.0,Sedán,53000,Sí,Sí,Hidráulica,Delantera,5,55 L,211,4659,1473,1778,2651 mm,31800
Fiat Palio 1.4 Weekend Attractive,Bs.As. G.B.A. Norte,Fiat,Palio,2012,1.4 Weekend Attractive,Gris,Nafta,5,Manual,1.4,Rural,61000,,Sí,Hidráulica,Delantera,5,51 L,82,4237,1515,1901,3200 mm,11500000
Renault Duster 1.6 4x2 Confort Plus Abs 110cv,Córdoba,Renault,Duster,2013,1.6 4x2 Confort Plus Abs 110cv,Negro,Nafta,5,Manual,1.6,SUV,130000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,15100000
Renault Sandero 1.6 Authentique 90cv Nac,Tucumán,Renault,Sandero,2017,1.6 Authentique 90cv Nac,,Nafta,5,Manual,1.6,Hatchback,96000,,,Asistida,Delantera,5,50 L,90,4060,1536,1733,2590 mm,10900000
Honda CR-V 2.4 Ex L 4wd 185cv At,Bs.As. G.B.A. Norte,Honda,CR-V,2013,2.4 Ex L 4wd 185cv At,Blanco,Nafta,5,Automática,2.4,SUV,120000,Sí,,Eléctrica,4x4,5,58 L,185,4530,1655,1770,2640 mm,24000000
Volkswagen Suran 1.6 Highline 101cv 11c,Córdoba,Volkswagen,Suran,2012,1.6 Highline 101cv 11c,Negro,Nafta,5,Manual,1.6,Monovolumen,144000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,11700000
Chevrolet Agile 1.4 Ltz Spirit 5P,Bs.As. G.B.A. Sur,Chevrolet,Agile,2010,1.4 Ltz Spirit 5P,Dorado,Nafta,5,Manual,1.4,Hatchback,158000,Sí,Sí,Hidráulica,Delantera,5,54 L,92,4063,1549,1840,2750 mm,6700
Volkswagen Bora 2.0 Trendline 115cv,Buenos Aires Interior,Volkswagen,Bora,2014,2.0 Trendline 115cv,Gris,Nafta,4,Manual,2.0,Sedán,77500,Sí,,Hidráulica,Delantera,5,55 L,116,4376,1446,1735,2518 mm,13500000
Ford Focus III 2.0 Titanium At6,Capital Federal,Ford,Focus III,2017,2.0 Titanium At6,Blanco,Nafta,5,Automática,2.0,Hatchback,78100,Sí,,Eléctrica,Delantera,5,55 L,170,4412,1484,2070,4332 mm,14300
Chevrolet Cruze II 1.4 Ltz 153cv,Santa Fe,Chevrolet,Cruze II,2017,1.4 Ltz 153cv,,Nafta,5,Manual,1.4,Hatchback,108000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,18000000
Nissan Frontier 2.3 S Cd 4x4 Mt,Río Negro,Nissan,Frontier,2024,2.3 S Cd 4x4 Mt,Blanco,Diésel,4,Manual,2.3,Pick-Up,800,Sí,,Hidráulica,4x4,5,80 L,190,5260,1850,1790,3150 mm,41000000
Renault Kangoo 1.6 Furgon Ph3 Confort 1plc,Chubut,Renault,Kangoo,2016,1.6 Furgon Ph3 Confort 1plc,,Nafta,3,Manual,1.6,Furgón,84000,,,Hidráulica,Delantera,2,52 L,95,4010,1860,1672,2600 mm,16000000
Jeep Compass 2.4 Limited Plus,Capital Federal,Jeep,Compass,2019,2.4 Limited Plus,Gris,Nafta,5,Automática,2.4,SUV,110000,,,,4x2,5,60 L,174,4394,1650,2033,2636 mm,23500
Renault Logan 1.6 Authentique 85cv,Santa Fe,Renault,Logan,2018,1.6 Authentique 85cv,Gris,Nafta,4,Manual,1.6,Sedán,80000,,,Hidráulica,Delantera,5,50 L,85,4350,1529,1733,2635 mm,12000
Chevrolet Cruze II 1.4 Lt 153cv,Bs.As. G.B.A. Oeste,Chevrolet,Cruze II,2021,1.4 Lt 153cv,,Nafta,5,Manual,1.4,Hatchback,40000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,26500000
Volkswagen Suran 1.6 Imotion Highline 11c,Bs.As. Costa Atlántica,Volkswagen,Suran,2011,1.6 Imotion Highline 11c,Verde,Nafta,5,Automática,1.6,Monovolumen,204400,,Sí,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,8000
Peugeot 308 1.6 Feline Thp 163cv Tiptronic,Bs.As. G.B.A. Norte,Peugeot,308,2017,1.6 Feline Thp 163cv Tiptronic,Plateado,Nafta,5,Automática,1.6,Hatchback,90000,Sí,,Hidráulica,Delantera,5,60 L,163,4292,1518,1800,2608 mm,16500000
Chevrolet Agile 1.4 Ls Aa+da+mp3,Bs.As. G.B.A. Norte,Chevrolet,Agile,2010,,,Nafta,5,Manual,1.4,Hatchback,199000,Sí,Sí,Hidráulica,Delantera,5,54 L,92,3996,1474,1760,3085 mm,6500
Renault Sandero 2.0 Rs 145cv,Capital Federal,Renault,Sandero,2018,2.0 Rs 145cv,,Nafta,5,Manual,2.0,Hatchback,66000,Sí,,Asistida,Delantera,5,50 L,145,4060,1536,1733,2590 mm,13700
Peugeot 207 1.9 Sedan Xs,Bs.As. G.B.A. Oeste,Peugeot,207,2009,1.9 Sedan Xs,,Diésel,4,Manual,1.9,Sedán,157000,,Sí,Hidráulica,Delantera,5,50 L,70,4235,1441,1669,2443 mm,6000
Volkswagen Scirocco 1.4 Tsi 160cv,Bs.As. G.B.A. Norte,Volkswagen,Scirocco,2013,1.4 Tsi 160cv,,Nafta,2,Manual,1.4,,130000,Sí,,Asistida,Delantera,4,55 L,160,4255,1400,1820,2578 mm,19000
Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2018,2.0 Cd Tdi 140cv Trendline,Blanco,Diésel,4,Manual,2.0,Pick-Up,204000,,,Hidráulica,4x2,5,80 L,140,5254,1834,1944,3095 mm,18200
Renault Duster 1.6 Ph2 4x2 Dynamique 110cv,Buenos Aires Interior,Renault,Duster,2015,1.6 Ph2 4x2 Dynamique 110cv,Blanco,Nafta,5,Manual,1.6,SUV,145000,,,Asistida,4x2,5,50 L,110,4329,1683,1822,2673 mm,15500000
Ford Ka 1.5 Sel 4 p,Buenos Aires Interior,Ford,Ka,2018,1.5 Sel 4 p,,Nafta,4,Manual,1.5,Sedán,137614,No,Sí,electronic,Delantera,5,51 L,123,3969,1464,1777,2686 mm,13500000
Chevrolet Sonic 1.6 Ltz 5 p Automática,Capital Federal,Chevrolet,Sonic,2012,1.6 Ltz 5 p Automática,Negro,Nafta,5,Automática,1.6,Hatchback,98500,Sí,Sí,Asistida,Delantera,5,46 L,115,4039,1517,1820,2700 mm,11300000
Toyota Yaris 1.5 107cv,Buenos Aires Interior,Toyota,Yaris,2018,1.5 107cv,Rojo,Nafta,5,Automática,1.5,Hatchback,101000,Sí,Sí,,Delantera,5,42 L,107,3945,1510,1695,2550 mm,16000
Ford Fiesta Kinetic 1.6 Se Powershift 120cv,Capital Federal,Ford,Fiesta Kinetic,2017,1.6 Se Powershift 120cv,Rojo,Nafta,5,Automática,1.6,Hatchback,54000,Sí,,Asistida,Delantera,5,51 L,120,4056,1476,1639,3572 mm,17000000
Chevrolet Classic 1.4 Lt Pack,Mendoza,Chevrolet,Classic,2010,1.4 Lt Pack,Negro,Nafta,4,Manual,1.4,Sedán,182000,,Sí,Hidráulica,Delantera,5,54 L,94,4056,1445,1944,3095 mm,7500000
Renault Clio 1.2 Mio Confort Plus Abc,Bs.As. G.B.A. Oeste,Renault,Clio,2015,1.2 Mio Confort Plus Abc,Gris,Nafta,5,Manual,1.2,Hatchback,55000,No,Sí,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,8700
Volkswagen Tiguan Allspace 2.0 Tsi Comfortline Dsg,Bs.As. G.B.A. Norte,Volkswagen,Tiguan Allspace,2019,2.0 Tsi Comfortline Dsg,Azul,Nafta,5,Automática,2.0,SUV,105000,Sí,,Asistida,4x4,5,64 L,220,4427,1683,1809,2604 mm,26500
Volkswagen Vento 2.5 Advance Plus 170cv,Bs.As. G.B.A. Sur,Volkswagen,Vento,2016,2.5 Advance Plus 170cv,,Nafta,4,Manual,2.5,Sedán,93000,Sí,Sí,Eléctrica,Delantera,5,55 L,170,4659,1473,1778,2651 mm,15500
Citroën Aircross .,Bs.As. G.B.A. Sur,,Aircross,2013,.,,Nafta,5,Manual,1.6,Hatchback,177000,Sí,Sí,Eléctrica,Delantera,5,55 L,110,4280,1753,2027,3302 mm,11500000
Ford Ka 1.5 S,Bs.As. G.B.A. Sur,Ford,Ka,2016,1.5 S,Gris,Nafta,5,Manual,1.5,Hatchback,80000,No,Sí,Eléctrica,Delantera,5,51 L,120,3969,1464,1777,2686 mm,10500
Ford Ranger 3.2 Cd Xlt Tdci 200cv Automática 4x4,Bs.As. Costa Atlántica,Ford,Ranger,2019,3.2 Cd Xlt Tdci 200cv Automática 4x4,,Diésel,4,Automática,3.2,Pick-Up,80000,Sí,,Eléctrica,4x4,5,80 L,200,5359,1815,1730,2670 mm,31500
Mercedes-Benz Clase GLA 2.0 Gla45 Amg 381cv,Córdoba,,Clase GLA,2020,2.0 Gla45 Amg 381cv,Gris,Nafta,5,Manual,2.0,SUV,97000,,Sí,Eléctrica,4x4,5,56 L,381,,,,,69000
Honda HR-V HR-V LX CVT,Bs.As. Costa Atlántica,Honda,HR-V,2015,HR-V LX CVT,Gris,Nafta,5,Automática,1.8,SUV,161000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,15000
Volkswagen Voyage 1.6 Comfortline 101cv I-motion,Bs.As. G.B.A. Sur,Volkswagen,Voyage,2012,1.6 Comfortline 101cv I-motion,Gris,Nafta,4,Automática,1.6,Sedán,78000,No,No,Hidráulica,Delantera,5,,,,,,,9400000
Toyota Corolla Cross 2.0 Seg Cvt,Bs.As. G.B.A. Norte,Toyota,Corolla Cross,2022,2.0 Seg Cvt,,Nafta,5,Automática,2.0,SUV,42000,Sí,,Eléctrica,4x2,5,47 L,170,4460,1620,1825,2465 mm,32000
BMW Serie 3 2.0 328i Luxury 245cv,Bs.As. G.B.A. Oeste,BMW,Serie 3,2013,2.0 328i Luxury 245cv,Blanco,Nafta,4,Manual,2.0,Sedán,115000,,Sí,Asistida,Trasera,5,60 L,245,4624,1429,1793,2830 mm,24300
Audi Q5 2.0 Tfsi 211cv Stronic Quattro,Córdoba,Audi,Q5,2012,2.0 Tfsi 211cv Stronic Quattro,,Nafta,5,Automática,2.0,SUV,180000,Sí,Sí,Asistida,Integral,5,75 L,211,4629,1653,1860,2815 mm,16900000
Volkswagen Vento 2.5 Luxury 170cv Tiptronic,Capital Federal,Volkswagen,Vento,2014,2.5 Luxury 170cv Tiptronic,Gris,Nafta,4,Automática,2.5,Sedán,92000,Sí,Sí,Hidráulica,Delantera,5,55 L,170,4618,1453,1778,2651 mm,14500
Peugeot 208 1.6 Feline,Bs.As. G.B.A. Sur,Peugeot,208,2013,1.6 Feline,Gris,Nafta,5,Manual,1.6,Hatchback,137000,,Sí,Hidráulica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,11760000
DS DS3 1.6 Vti 120 Be Chic,Entre Ríos,DS,DS3,2018,1.6 Vti 120 Be Chic,Blanco,Nafta,3,Manual,1.6,Hatchback,90000,,,Eléctrica,Delantera,5,50 L,120,3968,1458,1775,2664 mm,13000
Nissan Versa 1.6 Advance At,Bs.As. G.B.A. Sur,Nissan,Versa,2018,1.6 Advance At,Blanco,Nafta/GNC,4,Automática,1.6,Sedán,75000,Sí,,,Delantera,5,41 L,107,4465,1514,1695,2600 mm,7000
Renault Kangoo 1.6 Sce Zen,Capital Federal,Renault,Kangoo,2022,1.6 Sce Zen,Rojo,Nafta,4,Manual,1.6,Monovolumen,125000,,,Hidráulica,Delantera,5,52 L,114,4010,1860,1670,2600 mm,21500000
Chevrolet Cruze Ltz At Full 2018,Bs.As. G.B.A. Sur,Chevrolet,Cruze,2018,LTZ AT 5puertas,Negro,Nafta,5,Automática,,Hatchback,49000,Sí,,Hidráulica,,,,,,,,,17500
Volkswagen Suran 1.6 Trendline,Córdoba,Volkswagen,Suran,2016,1.6 Trendline,Blanco,Nafta,5,Manual,1.6,Monovolumen,154400,,,Hidráulica,Delantera,5,50 L,101,4204,1585,1660,2467 mm,13500000
Peugeot 307 2.0 Hdi Xs 90cv Mp3,Buenos Aires Interior,Peugeot,307,2009,2.0 Hdi Xs 90cv Mp3,Negro,Diésel,5,Manual,2.0,Hatchback,270000,,,Hidráulica,Delantera,5,60 L,90,4211,1509,1762,2608 mm,9500000
Volkswagen Golf 1.4 Highline Tsi Dsg,Bs.As. G.B.A. Oeste,Volkswagen,Golf,2018,1.4 Highline Tsi Dsg,,Nafta,5,Automática,1.4,Hatchback,94000,Sí,,Eléctrica,Delantera,5,50 L,150,4255,1452,1799,2638 mm,24500
Renault Kwid 1.0 Sce 66cv Zen,Capital Federal,Renault,Kwid,2018,1.0 Sce 66cv Zen,Rojo,Nafta,5,Manual,1.0,Hatchback,80000,,Sí,Hidráulica,Delantera,5,50 L,66,3680,1474,1752,2423 mm,10000
Ford Ranger 3.2 Cd 4x2 Xlt Tdci 200cv,Capital Federal,Ford,Ranger,2015,3.2 Cd 4x2 Xlt Tdci 200cv,Blanco,Diésel,4,Manual,3.2,Pick-Up,115000,Sí,Sí,Eléctrica,4x2,5,80 L,200,5359,1815,1705,2600 mm,18000
Volkswagen Gol Trend 1.6 Trendline Mt,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2019,1.6 Trendline Mt,Gris,Nafta,5,Manual,1,Hatchback,43574,No,No,Asistida,4x2,5,55 L,101,3899,1464,1656,2466 mm,14950000
Peugeot 207 1.4 Xr,Bs.As. G.B.A. Sur,Peugeot,207,2012,1.4 Xr,Gris,Nafta,4,Manual,1.4,Hatchback,137000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1441,1720,2540 mm,8900000
Peugeot 207 1.4 Xs,Bs.As. G.B.A. Sur,Peugeot,207,2011,1.4 Xs,Verde,Nafta,5,Manual,1.4,Hatchback,130000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,8300000
Peugeot 208 1.6l Active Pack Tiptronic,Bs.As. G.B.A. Norte,Peugeot,208,2023,1.6l Active Pack Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,11400,,Sí,Asistida,,,,,,,,,21948900
Toyota Hilux Pick-up 3.0 Cd Srv Cuero I 171cv 4x2,Bs.As. G.B.A. Norte,Toyota,Hilux Pick-Up,2011,3.0 Cd Srv Cuero I 171cv 4x2,Blanco,Diésel,4,Manual,3.0,Pick-Up,240000,,,Hidráulica,4x2,5,80 L,171,5260,1860,1855,2860 mm,23500000
Peugeot 208 1.6 Active,Buenos Aires Interior,Peugeot,208,2018,1.6 Active,,Nafta,5,Manual,1.6,Hatchback,86000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,14800000
Ford Ka 1.0 Fly Viral 63cv,Bs.As. G.B.A. Norte,Ford,Ka,2012,1.0 Fly Viral 63cv,Negro,Nafta,3,Manual,1.0,Hatchback,47500,No,Sí,Hidráulica,Delantera,5,45 L,63,3836,1420,1777,2625 mm,7000
BMW X1 2.0 Sdrive 20i Sportline 192cv,Capital Federal,BMW,X1,2017,2.0 Sdrive 20i Sportline 192cv,Plateado,Nafta,5,Manual,2.0,SUV,79000,,Sí,Hidráulica,4x2,5,61 L,184,4477,1545,1722,2489 mm,33900
Ford Ka 1.5 Sel 4 p,Buenos Aires Interior,Ford,Ka,2017,1.5 Sel 4 p,Rojo,Nafta,4,Manual,1.5,Sedán,100000,,,Eléctrica,Delantera,5,52 L,105,4254,1525,1808,2643 mm,15000000
Renault Clio Rt 1.4,Bs.As. G.B.A. Oeste,Renault,Clio,1995,Rt 1.4,,Nafta,4,,,,150000,,,,,,,,,,,,3500000
Fiat Cronos 1.3 Stile Mt,Bs.As. G.B.A. Oeste,Fiat,Cronos,2024,1.3 Stile Mt,Plateado,Nafta,4,Manual,1.3,Sedán,11111,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,10000000
Peugeot Partner Patagónica 1.6 Hdi Vtc Plus,Bs.As. G.B.A. Sur,Peugeot,Partner Patagónica,2011,1.6 Hdi Vtc Plus,Gris,Diésel,4,Manual,1.6,Monovolumen,145000,,,Hidráulica,Delantera,5,55 L,90,4137,1838,1960,2693 mm,10500
Peugeot Partner Patagónica 1.6 Hdi Vtc Plus 92,Bs.As. G.B.A. Oeste,Peugeot,Partner Patagónica,2023,1.6 Hdi Vtc Plus 92,Blanco,Diésel,4,Manual,1.6,Monovolumen,9100,,Sí,Hidráulica,Delantera,5,55 L,92,4137,1838,1960,2693 mm,28000000
Renault Sandero 1.6 8V,Córdoba,Renault,Sandero,2009,1.6 8V,,Nafta/GNC,5,,,,246000,,,,,,,,,,,,7500000
Renault Sandero Stepway 1.6 Privilege 105cv Nac,Bs.As. G.B.A. Oeste,Renault,Sandero Stepway,2017,1.6 Privilege 105cv Nac,,Nafta,5,Manual,1.6,Hatchback,97000,Sí,,Hidráulica,Delantera,5,50 L,105,4066,1559,1761,2590 mm,11000
Renault Duster 1.6 4x2 Confort Plus Abs 110cv,Córdoba,Renault,Duster,2015,1.6 4x2 Confort Plus Abs 110cv,,Nafta,5,Manual,1.6,SUV,133000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,12900
Ford Ecosport 1.6 Se 110cv 4x2,Bs.As. G.B.A. Norte,Ford,Ecosport,2014,1.6 Se 110cv 4x2,Blanco,Nafta,5,Manual,1.6,SUV,142000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1814,2608 mm,14300000
Ford Territory 1.8 Ecoboost Titanium At,Capital Federal,Ford,Territory,2024,1.8 Ecoboost Titanium At,Azul,Nafta,5,Automática,1.8,SUV,700,Sí,,Eléctrica,Delantera,5,60 L,185,4630,1706,2177,2726 mm,38900
